127.0.0.1 - - [09/Jul/2025:09:47:24 +0200] "GET /cadenza/bundles/src_cadenza_api-client_objecttypes-api_ts-src_cadenza_map_add-external-layers-wizard_show-add-caddcf.v_1ab2eecc4cfdc289.css.map HTTP/1.1" 200 42778
127.0.0.1 - - [09/Jul/2025:09:47:24 +0200] "GET /cadenza/bundles/src_cadenza_workbook_worksheet_worksheet_ts-src_cadenza_workbook_selection-cart_selection-cart_css.v_a56586e353e8742e.css.map HTTP/1.1" 200 32909
127.0.0.1 - - [09/Jul/2025:09:47:24 +0200] "GET /cadenza/bundles/workbook-partial.v_c442218e1cec2ede.css.map HTTP/1.1" 200 18545
127.0.0.1 - - [09/Jul/2025:09:47:24 +0200] "GET /cadenza/repositories/_DS4kjgAp5On-lHnEgIi/workbooks/3sCrqhC7F7Oxv68MR92s/worksheets/CuIZyOUhppkGSTLjogOp?workbookHash=dLMq1D1h3jTiP92vFhtScpr-UqUsM1zX9_MHXd7jUPUT8Jt4&mapExtent=924873.7103078744%2C6274734.7611868745%2C929765.6801181257%2C6279626.730997126&targetType=MAP&useMapSrs=true&webApplicationLink=mgsctVdrerBV8101oFtX&webApplicationLinkRepository=_DS4kjgAp5On-lHnEgIi&embeddingTargetId=satellitenkarte&restoreDisplayState=true&hideMainHeaderAndFooter=true&hideWorkbookToolBar=true&maximizedViewId=BALpKie9zpxJUF9f5UBy&partialContext=viewEmbedding HTTP/1.1" 404 7182
127.0.0.1 - - [09/Jul/2025:09:48:01 +0200] "GET /cadenza/session-polling HTTP/1.1" 200 4
127.0.0.1 - - [09/Jul/2025:09:48:04 +0200] "GET /cadenza/session-polling HTTP/1.1" 200 4
127.0.0.1 - - [09/Jul/2025:09:48:46 +0200] "GET /cadenza/session-polling HTTP/1.1" 200 4
127.0.0.1 - - [09/Jul/2025:09:48:49 +0200] "GET /cadenza/session-polling HTTP/1.1" 200 4
127.0.0.1 - - [09/Jul/2025:09:49:31 +0200] "GET /cadenza/session-polling HTTP/1.1" 200 4
127.0.0.1 - - [09/Jul/2025:09:49:34 +0200] "GET /cadenza/session-polling HTTP/1.1" 200 4
127.0.0.1 - - [09/Jul/2025:09:50:16 +0200] "GET /cadenza/session-polling HTTP/1.1" 200 4
127.0.0.1 - - [09/Jul/2025:09:50:20 +0200] "GET /cadenza/session-polling HTTP/1.1" 200 4
127.0.0.1 - - [09/Jul/2025:09:51:01 +0200] "GET /cadenza/session-polling HTTP/1.1" 200 4
127.0.0.1 - - [09/Jul/2025:09:51:05 +0200] "GET /cadenza/session-polling HTTP/1.1" 200 4
127.0.0.1 - - [09/Jul/2025:09:51:46 +0200] "GET /cadenza/session-polling HTTP/1.1" 200 4
127.0.0.1 - - [09/Jul/2025:09:51:50 +0200] "GET /cadenza/session-polling HTTP/1.1" 200 4
127.0.0.1 - - [09/Jul/2025:09:52:31 +0200] "GET /cadenza/session-polling HTTP/1.1" 200 4
127.0.0.1 - - [09/Jul/2025:09:52:35 +0200] "GET /cadenza/session-polling HTTP/1.1" 200 4
127.0.0.1 - - [09/Jul/2025:09:53:16 +0200] "GET /cadenza/session-polling HTTP/1.1" 200 4
127.0.0.1 - - [09/Jul/2025:09:53:20 +0200] "GET /cadenza/session-polling HTTP/1.1" 200 4
127.0.0.1 - - [09/Jul/2025:09:54:01 +0200] "GET /cadenza/session-polling HTTP/1.1" 200 4
127.0.0.1 - - [09/Jul/2025:09:54:05 +0200] "GET /cadenza/session-polling HTTP/1.1" 200 4
127.0.0.1 - - [09/Jul/2025:09:54:46 +0200] "GET /cadenza/session-polling HTTP/1.1" 200 4
127.0.0.1 - - [09/Jul/2025:09:54:51 +0200] "GET /cadenza/session-polling HTTP/1.1" 200 4
127.0.0.1 - - [09/Jul/2025:09:55:31 +0200] "GET /cadenza/session-polling HTTP/1.1" 200 4
127.0.0.1 - - [09/Jul/2025:09:55:36 +0200] "GET /cadenza/session-polling HTTP/1.1" 200 4
127.0.0.1 - - [09/Jul/2025:09:56:16 +0200] "GET /cadenza/session-polling HTTP/1.1" 200 4
127.0.0.1 - - [09/Jul/2025:09:56:21 +0200] "GET /cadenza/session-polling HTTP/1.1" 200 4
127.0.0.1 - - [09/Jul/2025:09:57:01 +0200] "GET /cadenza/session-polling HTTP/1.1" 200 4
127.0.0.1 - - [09/Jul/2025:09:57:07 +0200] "GET /cadenza/session-polling HTTP/1.1" 200 4
127.0.0.1 - - [09/Jul/2025:09:57:47 +0200] "GET /cadenza/session-polling HTTP/1.1" 200 4
127.0.0.1 - - [09/Jul/2025:09:57:52 +0200] "GET /cadenza/session-polling HTTP/1.1" 200 4
127.0.0.1 - - [09/Jul/2025:09:58:32 +0200] "GET /cadenza/session-polling HTTP/1.1" 200 4
127.0.0.1 - - [09/Jul/2025:09:58:37 +0200] "GET /cadenza/session-polling HTTP/1.1" 200 4
127.0.0.1 - - [09/Jul/2025:09:59:17 +0200] "GET /cadenza/session-polling HTTP/1.1" 200 4
127.0.0.1 - - [09/Jul/2025:09:59:22 +0200] "GET /cadenza/session-polling HTTP/1.1" 200 4
127.0.0.1 - - [09/Jul/2025:10:00:02 +0200] "GET /cadenza/session-polling HTTP/1.1" 200 4
127.0.0.1 - - [09/Jul/2025:10:00:08 +0200] "GET /cadenza/session-polling HTTP/1.1" 200 4
127.0.0.1 - - [09/Jul/2025:10:00:47 +0200] "GET /cadenza/session-polling HTTP/1.1" 200 4
127.0.0.1 - - [09/Jul/2025:10:00:53 +0200] "GET /cadenza/session-polling HTTP/1.1" 200 4
127.0.0.1 - - [09/Jul/2025:10:01:32 +0200] "GET /cadenza/session-polling HTTP/1.1" 200 4
127.0.0.1 - - [09/Jul/2025:10:01:38 +0200] "GET /cadenza/session-polling HTTP/1.1" 200 4
127.0.0.1 - - [09/Jul/2025:10:02:17 +0200] "GET /cadenza/session-polling HTTP/1.1" 200 4
127.0.0.1 - - [09/Jul/2025:10:02:24 +0200] "GET /cadenza/session-polling HTTP/1.1" 200 4
127.0.0.1 - - [09/Jul/2025:10:03:02 +0200] "GET /cadenza/session-polling HTTP/1.1" 200 4
127.0.0.1 - - [09/Jul/2025:10:03:09 +0200] "GET /cadenza/session-polling HTTP/1.1" 200 4
